Timestamp,Q1  How would you describe your academic performance overall this semester?,Q2  Roughly what percentage of your scheduled classes have you attended this semester?,"Q3  Out of the last 5 assignments or coursework submissions due, how many did you submit on time?","Q4  Have you ever repeated, or are you currently repeating, any course at KNUST?","Q5  In the past three months, have you seriously considered withdrawing from KNUST or taking a break of one semester or more from your studies?","Q6  Over the last 2 weeks, how often have you been bothered by... little interest or pleasure in doing things?","Q7  Over the last 2 weeks, how often have you been bothered by... feeling down, depressed, or hopeless?","Q8  Over the last 2 weeks, how often have you been bothered by... feeling nervous, anxious, or on edge?","Q9  Over the last 2 weeks, how often have you been bothered by... not being able to stop or control worrying?","Q10   In the current semester, to what extent has financial difficulty affected your ability to fully participate in your studies? (For example: inability to buy required textbooks, pay exam fees, or cover transport to campus.)","Q11   How would you describe your ability to access the internet reliably for academic work? (For example: downloading lecture notes, submitting assignments online, attending virtual classes.)","Q12   Do you have significant responsibilities outside of your studies — such as paid work, caring for family members, or supporting your household financially — that regularly compete with your study time?",Which faculty or college are you currently enrolled in at KNUST?,"  If you selected Other Faculty, please specify your faculty or school.  ",Q14   What year of study are you currently in?,What is your gender?,"Q16   Thinking about your overall experience at KNUST, how strongly do you feel that you belong here as a student?"
2026/06/13 10:34:39 PM GMT,Excellent,More than 80%,All 5,No,No,Nearly every day,Several days,Several days,Not at all,Slightly — it has rarely affected my participation,Very limited — a serious barrier to my studies,No — these do not significantly affect my study time,Other Faculty,,Year 2,Female,Strongly agree — I feel I belong here
2026/06/10 2:03:48 PM GMT,Good,60–80%,All 5,No,I have thought about it briefly but not seriously,Several days,Not at all,Several days,Not at all,Not at all,Frequently unreliable — regular difficulties,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Male,Neutral
2026/06/12 8:47:12 PM GMT,Excellent,More than 80%,All 5,No,No,Several days,Several days,Several days,Not at all,Moderately — it has sometimes limited my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,School of Business,,Year 4,Male,Strongly disagree — I rarely feel I belong here
2026/06/17 1:27:32 PM GMT,Good,Less than 40%,All 5,Yes,I have thought about it briefly but not seriously,Nearly every day,Several days,More than half the days,Several days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,School of Business,Knust,Year 4,Male,Agree — I mostly feel I belong here
2026/06/12 8:39:23 PM GMT,Average,60–80%,All 5,No,No,Not at all,Several days,Not at all,Not at all,Moderately — it has sometimes limited my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,School of Business,,Year 3,Female,Agree — I mostly feel I belong here
2026/06/01 6:40:17 PM GMT,Good,More than 80%,All 5,No,No,Not at all,Several days,Several days,Not at all,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Science,,Year 1,Female,Agree — I mostly feel I belong here
2026/06/16 9:23:51 PM GMT,Good,More than 80%,All 5,No,"Yes, I have seriously considered this",Nearly every day,Not at all,Nearly every day,More than half the days,Not at all,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,Civil engineering ,Year 2,Male,Neutral
2026/06/13 9:52:18 PM GMT,Good,More than 80%,All 5,No,No,Nearly every day,Not at all,Not at all,Several days,Not at all,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,Other Faculty,,Year 1,Female,Neutral
2026/06/02 3:40:31 PM GMT,Excellent,More than 80%,3 or 4,No,No,Not at all,Not at all,Not at all,Not at all,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Science,,Year 4,Prefer not to say,Strongly agree — I feel I belong here
2026/06/02 9:33:45 AM GMT,Average,60–80%,All 5,No,I have thought about it briefly but not seriously,Several days,More than half the days,Several days,Not at all,Not at all,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 3,Male,Neutral
2026/06/13 9:06:53 PM GMT,Good,More than 80%,3 or 4,No,No,More than half the days,Several days,More than half the days,Not at all,Not at all,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,Other Faculty,,Year 2,Male,Neutral
2026/06/13 9:42:46 PM GMT,Good,More than 80%,All 5,No,No,Not at all,Not at all,More than half the days,Several days,Moderately — it has sometimes limited my participation,Frequently unreliable — regular difficulties,Sometimes — these occasionally affect my study time,College of Arts and Social Sciences,BA. Social Work ,Year 3,Male,Agree — I mostly feel I belong here
2026/06/13 9:48:33 PM GMT,Average,More than 80%,All 5,No,No,Not at all,Not at all,Not at all,Not at all,Not at all,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Male,Agree — I mostly feel I belong here
2026/05/30 11:41:50 AM GMT,Good,60–80%,3 or 4,No,I have thought about it briefly but not seriously,Several days,Not at all,Not at all,Several days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Health Sciences,,Year 4,Female,Neutral
2026/06/13 9:25:13 PM GMT,Excellent,More than 80%,3 or 4,No,No,Not at all,Several days,Not at all,Not at all,Slightly — it has rarely affected my participation,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Arts and Social Sciences,,Year 3,Female,Agree — I mostly feel I belong here
2026/06/16 8:56:17 PM GMT,Excellent,More than 80%,All 5,No,No,Several days,Nearly every day,Several days,More than half the days,Not at all,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,College of Science,,Year 1,Female,Neutral
2026/06/01 12:27:35 AM GMT,Good,More than 80%,3 or 4,No,No,Several days,Several days,Several days,Not at all,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Health Sciences,,Year 2,Male,Agree — I mostly feel I belong here
2026/06/13 10:10:04 PM GMT,Good,60–80%,All 5,No,No,Not at all,Nearly every day,More than half the days,Not at all,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Yes — these regularly take significant time from my studies,College of Health Sciences,,Year 5 or above (undergraduate),Male,Agree — I mostly feel I belong here
2026/06/15 8:08:26 PM GMT,Struggling Significantly,More than 80%,All 5,No,I have thought about it briefly but not seriously,Nearly every day,Several days,Nearly every day,Several days,Severely — it has significantly limited my participation,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,Other Faculty,,Year 1,Male,Disagree — I often feel I do not belong here
2026/05/11 8:08:12 PM GMT,Good,More than 80%,3 or 4,No,No,Not at all,Not at all,Several days,Nearly every day,Not at all,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,Other Faculty,,Year 3,Male,Strongly agree — I feel I belong here
2026/05/20 1:39:24 PM GMT,Below Average,More than 80%,3 or 4,No,"Yes, I have seriously considered this",Not at all,Not at all,Nearly every day,Nearly every day,Slightly — it has rarely affected my participation,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,College of Science,,Year 4,Male,Neutral
2026/05/31 4:12:14 PM GMT,Good,More than 80%,All 5,No,No,More than half the days,Not at all,Not at all,Not at all,Moderately — it has sometimes limited my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Science,,Year 3,Female,Strongly agree — I feel I belong here
2026/06/13 9:48:24 PM GMT,Excellent,More than 80%,3 or 4,No,I have thought about it briefly but not seriously,Not at all,Not at all,Several days,Not at all,Moderately — it has sometimes limited my participation,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Male,Agree — I mostly feel I belong here
2026/06/10 12:34:33 PM GMT,Good,More than 80%,All 5,No,No,Several days,Not at all,Not at all,Not at all,Slightly — it has rarely affected my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Science,College of Humanities and social sciences ,Year 1,Prefer not to say,Disagree — I often feel I do not belong here
2026/06/01 1:09:38 PM GMT,Excellent,More than 80%,All 5,No,No,Not at all,Nearly every day,Several days,Several days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Science,,Year 1,Female,Neutral
2026/06/12 8:35:37 PM GMT,Good,60–80%,All 5,No,I have thought about it briefly but not seriously,More than half the days,Several days,Nearly every day,Several days,Not at all,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Health Sciences,,Year 4,Male,Strongly agree — I feel I belong here
2026/06/10 1:57:35 PM GMT,Good,60–80%,All 5,No,No,Several days,Several days,Not at all,Several days,Severely — it has significantly limited my participation,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,College of Health Sciences,Agriculture ,Year 1,Female,Strongly agree — I feel I belong here
2026/06/12 8:43:04 PM GMT,Good,More than 80%,,No,"Yes, I have seriously considered this",Several days,More than half the days,Not at all,Several days,Not at all,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,College of Arts and Social Sciences,,Year 4,Male,Strongly agree — I feel I belong here
2026/06/17 1:17:08 PM GMT,Excellent,More than 80%,All 5,No,No,Several days,Not at all,More than half the days,Several days,Not at all,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Engineering,,Year 4,Male,Neutral
2026/06/10 1:48:36 PM GMT,Average,More than 80%,All 5,No,No,Several days,Not at all,Not at all,Several days,Moderately — it has sometimes limited my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,Other Faculty,,Year 1,Female,Agree — I mostly feel I belong here
2026/06/16 10:01:23 PM GMT,Average,40–60%,All 5,No,No,Several days,Not at all,Not at all,Not at all,Slightly — it has rarely affected my participation,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,College of Health Sciences,,Year 2,Male,Neutral
2026/06/16 9:34:44 PM GMT,Good,More than 80%,3 or 4,No,No,Several days,Several days,Not at all,Nearly every day,Slightly — it has rarely affected my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,School of Business,,Year 2,Male,Agree — I mostly feel I belong here
2026/06/01 1:06:29 PM GMT,Excellent,60–80%,All 5,No,No,Not at all,Several days,Several days,Not at all,Not at all,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,College of Science,,Year 3,Female,Strongly agree — I feel I belong here
2026/06/01 3:37:25 AM GMT,Average,60–80%,All 5,No,I have thought about it briefly but not seriously,Not at all,Nearly every day,Not at all,Nearly every day,Slightly — it has rarely affected my participation,Frequently unreliable — regular difficulties,Sometimes — these occasionally affect my study time,College of Health Sciences,,Year 4,Male,Agree — I mostly feel I belong here
2026/06/16 9:01:08 PM GMT,Average,More than 80%,3 or 4,No,No,Several days,Not at all,Not at all,Several days,Moderately — it has sometimes limited my participation,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,College of Arts and Social Sciences,College of humanity and social sciences ,Year 2,Female,Strongly agree — I feel I belong here
2026/05/30 11:41:51 AM GMT,Good,60–80%,3 or 4,Yes,I have thought about it briefly but not seriously,More than half the days,More than half the days,Not at all,Several days,Moderately — it has sometimes limited my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Male,Strongly agree — I feel I belong here
2026/06/12 8:51:04 PM GMT,Average,Less than 40%,All 5,No,No,Several days,Not at all,Not at all,Not at all,Moderately — it has sometimes limited my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,Other Faculty,,Year 3,Female,Neutral
2026/05/28 1:08:49 PM GMT,Average,More than 80%,All 5,No,No,Several days,Not at all,Not at all,Several days,Not at all,Very limited — a serious barrier to my studies,No — these do not significantly affect my study time,Other Faculty,,Year 3,Female,Strongly agree — I feel I belong here
2026/06/15 8:02:13 PM GMT,Average,More than 80%,All 5,No,No,More than half the days,Several days,More than half the days,Not at all,Not at all,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Engineering,,Year 3,Male,Agree — I mostly feel I belong here
2026/06/01 3:18:06 PM GMT,Good,Less than 40%,All 5,No,"Yes, I have seriously considered this",Several days,Not at all,Several days,Several days,Not at all,Reliable access — rarely a problem,Yes — these regularly take significant time from my studies,College of Science,,Year 1,Male,Neutral
2026/06/01 1:01:00 PM GMT,Good,40–60%,All 5,No,"Yes, I have seriously considered this",More than half the days,Nearly every day,Nearly every day,Nearly every day,Not at all,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,College of Engineering,,Year 2,Male,Disagree — I often feel I do not belong here
2026/06/16 10:01:23 PM GMT,Good,60–80%,All 5,No,No,Several days,Not at all,Not at all,Nearly every day,Slightly — it has rarely affected my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Science,,Year 4,Female,Strongly agree — I feel I belong here
2026/06/16 8:46:44 PM GMT,Average,60–80%,All 5,Yes,I have thought about it briefly but not seriously,More than half the days,Several days,More than half the days,Not at all,Slightly — it has rarely affected my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Science,,Year 3,Female,Agree — I mostly feel I belong here
2026/06/10 1:50:20 PM GMT,Good,More than 80%,3 or 4,No,I have thought about it briefly but not seriously,Not at all,Not at all,Nearly every day,Not at all,Not at all,Reliable access — rarely a problem,Yes — these regularly take significant time from my studies,College of Arts and Social Sciences,,Year 1,Male,Strongly agree — I feel I belong here
2026/06/09 3:04:37 PM GMT,Excellent,More than 80%,All 5,No,I have thought about it briefly but not seriously,Nearly every day,More than half the days,Several days,Several days,Slightly — it has rarely affected my participation,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,College of Arts and Social Sciences,,Year 3,Male,Strongly agree — I feel I belong here
2026/06/16 9:01:08 PM GMT,Below Average,More than 80%,All 5,No,No,Several days,Not at all,Not at all,Several days,Not at all,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,College of Health Sciences,,Year 2,Male,Strongly agree — I feel I belong here
2026/05/27 10:35:12 PM GMT,Good,More than 80%,3 or 4,No,No,Not at all,Nearly every day,Several days,Nearly every day,Not at all,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Science,,Year 4,Male,Agree — I mostly feel I belong here
2026/05/12 12:55:52 AM GMT,Below Average,More than 80%,All 5,No,No,Not at all,Not at all,Nearly every day,Not at all,Slightly — it has rarely affected my participation,Very limited — a serious barrier to my studies,No — these do not significantly affect my study time,College of Science,,Year 2,Male,Strongly agree — I feel I belong here
2026/03/24 10:49:55 AM GMT,Excellent,60–80%,All 5,Yes,I have thought about it briefly but not seriously,Not at all,Nearly every day,Several days,Several days,Moderately — it has sometimes limited my participation,Frequently unreliable — regular difficulties,Sometimes — these occasionally affect my study time,College of Arts and Social Sciences,,Year 2,Female,Neutral
2026/06/01 3:18:45 PM GMT,Average,More than 80%,All 5,No,"Yes, I have seriously considered this",Several days,Several days,More than half the days,Several days,Not at all,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,College of Engineering,,Year 3,Male,Neutral
2026/06/16 8:26:13 PM GMT,Good,More than 80%,All 5,No,No,Several days,Not at all,Not at all,Not at all,Moderately — it has sometimes limited my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Engineering,,Year 1,Female,Agree — I mostly feel I belong here
2026/06/15 9:44:44 PM GMT,Good,60–80%,All 5,No,"Yes, I have seriously considered this",Several days,Not at all,Not at all,Several days,Severely — it has significantly limited my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Engineering,,Year 1,Female,Agree — I mostly feel I belong here
2026/06/01 3:18:45 PM GMT,Excellent,40–60%,All 5,No,"Yes, I have seriously considered this",Not at all,Not at all,Not at all,Nearly every day,Severely — it has significantly limited my participation,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Science,,Year 4,Male,Agree — I mostly feel I belong here
2026/06/15 8:22:25 PM GMT,Good,Less than 40%,All 5,Yes,I have thought about it briefly but not seriously,Several days,Nearly every day,Nearly every day,More than half the days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,Other Faculty,,Year 1,Male,Strongly agree — I feel I belong here
2026/06/16 8:46:44 PM GMT,Excellent,More than 80%,3 or 4,No,I have thought about it briefly but not seriously,Several days,More than half the days,Several days,Several days,Not at all,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Engineering,,Year 1,Female,Strongly agree — I feel I belong here
2026/06/13 10:17:21 PM GMT,Excellent,60–80%,All 5,No,No,Several days,Several days,Not at all,Not at all,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,School of Business,,Year 1,Female,Agree — I mostly feel I belong here
2026/06/10 1:57:35 PM GMT,Good,More than 80%,All 5,No,No,More than half the days,Not at all,More than half the days,Several days,Not at all,Very limited — a serious barrier to my studies,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Male,Strongly agree — I feel I belong here
2026/06/01 3:22:46 PM GMT,Good,More than 80%,All 5,No,No,Not at all,Not at all,Not at all,Not at all,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,School of Business,,Year 3,Female,Strongly agree — I feel I belong here
2026/05/30 11:43:50 AM GMT,Average,More than 80%,All 5,No,No,Several days,Not at all,Several days,Several days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,Other Faculty,College of humanity and social sciences ,Year 3,Male,Strongly agree — I feel I belong here
2026/06/13 10:27:24 PM GMT,Excellent,60–80%,All 5,No,No,Not at all,Not at all,Several days,Not at all,Not at all,Very limited — a serious barrier to my studies,No — these do not significantly affect my study time,College of Science,faculty of built environment ,Year 1,Female,Strongly agree — I feel I belong here
2026/06/01 4:54:57 PM GMT,Excellent,More than 80%,3 or 4,Yes,I have thought about it briefly but not seriously,Not at all,More than half the days,Several days,More than half the days,Slightly — it has rarely affected my participation,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,School of Business,,Year 3,Male,Neutral
2026/06/13 10:32:25 PM GMT,Below Average,60–80%,3 or 4,No,No,Not at all,Not at all,More than half the days,Not at all,Not at all,Frequently unreliable — regular difficulties,Sometimes — these occasionally affect my study time,College of Arts and Social Sciences,,Year 3,Female,Strongly agree — I feel I belong here
2026/06/13 9:36:41 PM GMT,Good,60–80%,All 5,No,No,Not at all,Several days,Not at all,Nearly every day,Moderately — it has sometimes limited my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Arts and Social Sciences,,Year 4,Male,Neutral
2026/06/01 3:18:35 PM GMT,Good,More than 80%,All 5,No,No,Not at all,Not at all,Several days,Not at all,Not at all,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Arts and Social Sciences,,Year 4,Male,Neutral
2026/06/01 10:42:58 PM GMT,Excellent,More than 80%,All 5,No,No,Several days,Not at all,Not at all,Not at all,Not at all,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Science,,Year 1,Male,Strongly agree — I feel I belong here
2026/06/12 8:51:41 PM GMT,Good,Less than 40%,All 5,No,No,Several days,Not at all,Not at all,Several days,Not at all,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Health Sciences,Agriculture ,Year 3,Female,Agree — I mostly feel I belong here
2026/06/10 1:55:39 PM GMT,Good,More than 80%,3 or 4,No,No,More than half the days,Not at all,Not at all,Several days,Not at all,Frequently unreliable — regular difficulties,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Male,Strongly agree — I feel I belong here
2026/05/11 11:55:02 AM GMT,Good,60–80%,All 5,No,No,Not at all,Several days,Not at all,Not at all,Not at all,Very limited — a serious barrier to my studies,No — these do not significantly affect my study time,College of Science,,Year 2,Female,Agree — I mostly feel I belong here
2026/06/02 10:53:51 AM GMT,Good,More than 80%,All 5,No,No,Not at all,Not at all,Several days,Not at all,Not at all,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,College of Science,,Year 4,Female,Neutral
2026/06/17 1:27:32 PM GMT,Average,Less than 40%,All 5,No,I have thought about it briefly but not seriously,More than half the days,Several days,Nearly every day,Several days,Not at all,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Science,,Year 2,Male,Neutral
2026/05/30 11:39:14 AM GMT,Good,More than 80%,All 5,No,No,More than half the days,Several days,Several days,Not at all,Slightly — it has rarely affected my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,School of Business,,Year 2,Prefer not to say,Agree — I mostly feel I belong here
2026/05/29 12:26:01 AM GMT,Good,60–80%,All 5,No,I have thought about it briefly but not seriously,Not at all,Nearly every day,More than half the days,Several days,Slightly — it has rarely affected my participation,Very limited — a serious barrier to my studies,No — these do not significantly affect my study time,College of Science,,Year 3,Male,Agree — I mostly feel I belong here
2026/06/01 9:18:18 PM GMT,Average,More than 80%,All 5,Yes,No,More than half the days,Several days,Not at all,Not at all,Not at all,Reliable access — rarely a problem,No — these do not significantly affect my study time,School of Business,,Year 1,Female,Strongly agree — I feel I belong here
2026/06/01 1:09:07 PM GMT,Excellent,Less than 40%,All 5,No,I have thought about it briefly but not seriously,Nearly every day,More than half the days,Not at all,Several days,Moderately — it has sometimes limited my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Science,,Year 1,Male,Neutral
2026/06/12 8:40:58 PM GMT,Good,60–80%,All 5,No,I have thought about it briefly but not seriously,Not at all,Several days,More than half the days,Not at all,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,College of Health Sciences,KNUST,Year 2,Female,Agree — I mostly feel I belong here
2026/06/01 10:42:58 PM GMT,Average,60–80%,All 5,No,No,Several days,Not at all,Not at all,Several days,Moderately — it has sometimes limited my participation,Very limited — a serious barrier to my studies,No — these do not significantly affect my study time,College of Health Sciences,,Year 1,Female,Neutral
2026/06/13 8:56:25 PM GMT,Excellent,More than 80%,All 5,No,No,Several days,More than half the days,More than half the days,Several days,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,School of Business,,Year 1,Female,Agree — I mostly feel I belong here
2026/05/30 11:41:50 AM GMT,Good,More than 80%,All 5,No,I have thought about it briefly but not seriously,More than half the days,Several days,Nearly every day,Several days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 3,Male,Neutral
2026/06/01 7:49:29 PM GMT,Excellent,60–80%,All 5,No,No,Several days,Not at all,Not at all,Several days,Not at all,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,Other Faculty,,Year 4,Prefer not to say,Strongly agree — I feel I belong here
2026/06/15 8:22:25 PM GMT,Average,More than 80%,All 5,No,I have thought about it briefly but not seriously,Several days,Several days,Not at all,Not at all,Not at all,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Science,,Year 1,Female,Agree — I mostly feel I belong here
2026/06/16 9:59:14 PM GMT,Good,More than 80%,All 5,No,No,Not at all,Not at all,Several days,Not at all,Not at all,Reliable access — rarely a problem,Yes — these regularly take significant time from my studies,Other Faculty,,Year 2,Female,Agree — I mostly feel I belong here
2026/06/15 9:24:40 PM GMT,Average,More than 80%,All 5,No,I have thought about it briefly but not seriously,More than half the days,Not at all,Not at all,Not at all,Not at all,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 2,Female,Agree — I mostly feel I belong here
2026/06/12 8:24:50 PM GMT,Average,More than 80%,All 5,No,"Yes, I have seriously considered this",Nearly every day,Not at all,Nearly every day,Several days,Not at all,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Female,Strongly agree — I feel I belong here
2026/06/01 9:18:18 PM GMT,Good,More than 80%,All 5,No,No,Several days,Several days,Nearly every day,Not at all,Moderately — it has sometimes limited my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 4,Female,Neutral
2026/06/01 8:15:42 AM GMT,Excellent,More than 80%,All 5,No,I have thought about it briefly but not seriously,Several days,Several days,Several days,More than half the days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,law,Year 2,Female,Agree — I mostly feel I belong here
2026/06/09 2:57:08 PM GMT,Average,40–60%,3 or 4,No,"Yes, I have seriously considered this",Not at all,Several days,Several days,More than half the days,Slightly — it has rarely affected my participation,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 2,Male,Strongly agree — I feel I belong here
2026/06/01 3:37:16 PM GMT,Good,40–60%,All 5,No,I have thought about it briefly but not seriously,Several days,Nearly every day,Not at all,More than half the days,Moderately — it has sometimes limited my participation,Frequently unreliable — regular difficulties,No — these do not significantly affect my study time,College of Science,,Year 3,Male,Neutral
2026/06/17 1:20:55 PM GMT,Excellent,60–80%,All 5,No,No,More than half the days,Not at all,Several days,Not at all,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,College of Arts and Social Sciences,,Year 1,Male,Agree — I mostly feel I belong here
2026/06/01 1:06:17 PM GMT,Good,More than 80%,1 or 2,No,No,Not at all,Several days,Several days,Not at all,Not at all,Reliable access — rarely a problem,No — these do not significantly affect my study time,College of Science,,Year 2,Female,Strongly agree — I feel I belong here
2026/05/28 1:05:02 PM GMT,Good,More than 80%,All 5,No,I have thought about it briefly but not seriously,More than half the days,Several days,Several days,Several days,Not at all,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,Other Faculty,,Year 2,Female,Agree — I mostly feel I belong here
2026/06/02 3:40:31 PM GMT,Excellent,More than 80%,All 5,No,No,Not at all,Not at all,Not at all,Not at all,Not at all,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Health Sciences,,Year 4,Female,Strongly agree — I feel I belong here
2026/05/11 9:55:59 PM GMT,Excellent,More than 80%,All 5,No,No,Several days,Not at all,Not at all,Several days,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,College of Arts and Social Sciences,,Year 4,Male,Agree — I mostly feel I belong here
2026/06/13 9:25:38 PM GMT,Good,60–80%,All 5,No,No,Not at all,Not at all,Not at all,Not at all,Slightly — it has rarely affected my participation,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,Other Faculty,Faculty of Civil and Geo,Year 1,Male,Strongly agree — I feel I belong here
2026/06/01 8:17:26 AM GMT,Excellent,60–80%,All 5,Yes,"Yes, I have seriously considered this",Not at all,More than half the days,Nearly every day,Not at all,Not at all,Mostly reliable — occasional difficulties,No — these do not significantly affect my study time,College of Science,,Year 1,Female,Disagree — I often feel I do not belong here
2026/06/01 12:57:50 PM GMT,Average,More than 80%,All 5,No,No,Not at all,Not at all,Not at all,Not at all,Not at all,Reliable access — rarely a problem,Sometimes — these occasionally affect my study time,College of Science,,Year 1,Male,Neutral
2026/06/01 1:04:38 PM GMT,Average,More than 80%,All 5,No,No,Not at all,Not at all,Not at all,Several days,Moderately — it has sometimes limited my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,Other Faculty,,Year 1,Male,Neutral
2026/06/13 9:55:20 PM GMT,Average,More than 80%,,No,No,Several days,Not at all,Several days,Not at all,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,Sometimes — these occasionally affect my study time,College of Science,,Year 3,Female,Agree — I mostly feel I belong here
2026/06/01 8:38:31 AM GMT,Good,60–80%,All 5,No,No,Several days,Not at all,Nearly every day,Several days,Severely — it has significantly limited my participation,Reliable access — rarely a problem,No — these do not significantly affect my study time,Other Faculty,,Year 1,Female,Strongly disagree — I rarely feel I belong here
2026/06/13 8:33:40 PM GMT,Good,More than 80%,3 or 4,No,I have thought about it briefly but not seriously,Several days,More than half the days,Nearly every day,Not at all,Not at all,Frequently unreliable — regular difficulties,Sometimes — these occasionally affect my study time,Other Faculty,,Year 4,Female,Strongly agree — I feel I belong here
2026/05/30 11:40:04 AM GMT,Below Average,More than 80%,3 or 4,No,No,Nearly every day,Not at all,Not at all,Not at all,Moderately — it has sometimes limited my participation,Mostly reliable — occasional difficulties,Yes — these regularly take significant time from my studies,College of Engineering,,Year 4,Female,Strongly agree — I feel I belong here
